user_akifusa_kanda|130969,52327,3976|xn76fg,xn774c,xn7751|Travel:TrainStation:Train,Travel:TrainStation,Shops:DepartmentStore|4,4,4|6,6,6|19,20,22|1264848817,1264849389,1264851182
user_alexander_muzychenko|7268,3976,47626|9xh96w,xn7751,xnur7n|Food:CoffeeShop,Shops:DepartmentStore,Nightlife:Karaoke|3,3,3|3,3,3|41,42,70|1295454034,1295455019,1295480077
user_suzanne_schloot|2170,56,495|djgzqs,dr5ru2,dr5rsr|Travel:Airport:Plane,Food:CoffeeShop,Shops:Food&Drink:Grocery/Supermarket|1,1,1|1,1,1|44,64,94|1294074046,1294092410,1294119317
user_yuji_kosugi|54770,3976,14458,130969|sv8v7h,xn7751,9zvxdu,xn76fg|Travel:Highway/Traffic,Shops:DepartmentStore,Food:CoffeeShop,Travel:TrainStation:Train|41,41,41,41|6,6,6,6|20,20,21,26|1287223630,1287223812,1287224110,1287229039
user_pavel_kesada|16244,106039,3976|dr5x9s,ucfv1n,xn7751|Uncategorized,Travel:TrainStation:Train,Shops:DepartmentStore|35,35,35|4,4,4|78,78,78|1283474104,1283474124,1283474141
user_alexey_dolotov|16244,46899,3976|dr5x9s,sv8zk1,xn7751|Uncategorized,Uncategorized,Shops:DepartmentStore|28,28,28|4,4,4|79,79,82|1279241189,1279241795,1279243852
user_bluey_hk|66,454,154|dr5x1p,dr5rud,dr5ru6|Travel:Airport,Travel:TrainStation,Travel:Subway|38,38,38|3,3,3|51,56,56|1285177603,1285182775,1285182893
user_robert_auguste|836,745,454|dr5ru6,dr5rsr,dr5rud|Parks&Outdoors:Plaza/Square,Parks&Outdoors:Other-Parks&Outdoor,Travel:TrainStation|13,13,13|5,5,5|67,74,89|1270245267,1270251094,1270265325
user_kuma|54770,3976,41704|sv8v7h,xn7751,wyjfr5|Travel:Highway/Traffic,Shops:DepartmentStore,Travel:TrainStation:Train|35,35,35|6,6,6|33,38,45|1283606981,1283610747,1283616914
user_ayumi_m|41704,130969,3976|wyjfr5,xn76fg,xn7751|Travel:TrainStation:Train,Travel:TrainStation:Train,Shops:DepartmentStore|23,23,23|6,6,6|22,23,24|1276338969,1276340025,1276340475
user_826|52327,130969,3976|xn774c,xn76fg,xn7751|Travel:TrainStation,Travel:TrainStation:Train,Shops:DepartmentStore|52,52,52|4,4,4|31,32,33|1293717202,1293718048,1293718568
user_cynthia_pflaum|1450,3414,963|drt3pb,drt2zz,dp3qz9|Travel:Airport,Food:TeaRoom,Travel:Airport|39,39,39|2,2,2|82,82,95|1285724528,1285724644,1285736024
user_dame|14458,16244,3976|9zvxdu,dr5x9s,xn7751|Food:CoffeeShop,Uncategorized,Shops:DepartmentStore|18,18,18|1,1,1|18,25,28|1272879268,1272885703,1272888706
user_4280|54770,52069,3976|sv8v7h,wydm9x,xn7751|Travel:Highway/Traffic,College&Education:Bookstore,Shops:DepartmentStore|47,47,47|4,4,4|37,48,48|1290698620,1290708122,1290708327
user_jennifer_sandidge|836,56,148,153,154|dr5ru6,dr5ru2,dr5ru2,dr5rgb,dr5ru6|Parks&Outdoors:Plaza/Square,Food:CoffeeShop,Food:Burgers,Shops:Technology,Travel:Subway|34,34,34,34,34|5,5,5,5,5|72,72,79,88,92|1282950016,1282950375,1282956512,1282964778,1282968228
user_rick_webb|67,97,2110|9q8vzp,9v6ecd,9v6kpv|Travel:Airport,Travel:Airport,Home/Work/Other:ConventionCenter|11,11,11|5,5,5|59,74,86|1236973710,1236987120,1236998082
user_kristin_maverick|963,67,1010|dp3qz9,9q8vzp,9q8yyv|Travel:Airport,Travel:Airport,Travel:TrainStation|28,28,29|7,7,1|53,76,0|1279477341,1279497945,1279515840
user_chad_burgess|16234,745,8014|dr5ru7,dr5rsr,dr5ru0|Travel:BusStation,Parks&Outdoors:Other-Parks&Outdoor,Food:Burritos|28,28,28|1,1,1|5,6,6|1278915709,1278916634,1278916832
user_theresa_ganchorre|66,56,215,857|dr5x1p,dr5ru2,9q5c1e,c23jbu|Travel:Airport,Food:CoffeeShop,Travel:Airport,Travel:Airport|25,25,25,25|4,4,4,5|46,48,76,1|1277397160,1277399159,1277424872,1277443290
user_eric_martinez|8014,66,56|dr5ru0,dr5x1p,dr5ru2|Food:Burritos,Travel:Airport,Food:CoffeeShop|11,11,11|7,7,7|72,91,91|1269213255,1269229552,1269229687
user_00_a|41704,69758,3976,69750|wyjfr5,xn76ey,xn7751,xn77hk|Travel:TrainStation:Train,Travel:TrainStation,Shops:DepartmentStore,College&Education:AcademicBuilding|17,17,17,17|5,5,5,5|49,50,51,57|1272648585,1272649370,1272649740,1272655378
user_inuji|54770,3976,69750|sv8v7h,xn7751,xn77hk|Travel:Highway/Traffic,Shops:DepartmentStore,College&Education:AcademicBuilding|6,6,6|3,3,3|49,49,51|1265826100,1265826448,1265827972
user_syochin|54770,41704,3976,52327|sv8v7h,wyjfr5,xn7751,xn774c|Travel:Highway/Traffic,Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation|3,3,3,3|2,2,2,2|35,37,38,57|1295362025,1295364322,1295365357,1295382274
user_cathy_griffith|836,16234,6300|dr5ru6,dr5ru7,dr5rs6|Parks&Outdoors:Plaza/Square,Travel:BusStation,Travel:Subway|27,27,27|4,4,5|71,89,10|1278629520,1278645426,1278661056
user_26|54770,3976,41704|sv8v7h,xn7751,wyjfr5|Travel:Highway/Traffic,Shops:DepartmentStore,Travel:TrainStation:Train|5,5,5|3,3,3|14,15,15|1265189769,1265190503,1265191011
user_00_a|130969,3976,69758|xn76fg,xn7751,xn76ey|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation|35,35,35|7,7,7|17,18,20|1283678436,1283679629,1283681330
user_alexandr_blohin|106039,7268,3976|ucfv1n,9xh96w,xn7751|Travel:TrainStation:Train,Food:CoffeeShop,Shops:DepartmentStore|19,19,19|2,2,2|20,37,37|1273572282,1273587626,1273587657
user_kaichi_kuroda|69750,3976,52327|xn77hk,xn7751,xn774c|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation|28,28,28|1,1,1|33,34,42|1278940981,1278941612,1278949067
user_344|7268,47626,106039|9xh96w,xnur7n,ucfv1n|Food:CoffeeShop,Nightlife:Karaoke,Travel:TrainStation:Train|18,18,18|2,2,2|49,68,75|1304443618,1304460609,1304466398
user_lee_tone|94,2170,889|dr5rzn,djgzqs,9qqj79|Travel:Airport,Travel:Airport:Plane,Travel:Airport|31,31,31|2,2,2|37,50,69|1280845369,1280857352,1280873847
user_saiut|41704,3976,69758,52327|wyjfr5,xn7751,xn76ey,xn774c|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation,Travel:TrainStation|19,19,19,19|3,3,3,3|37,48,49,51|1273674571,1273683871,1273684579,1273686519
user_alexander_muzychenko|16244,3976,106039|dr5x9s,xn7751,ucfv1n|Uncategorized,Shops:DepartmentStore,Travel:TrainStation:Train|48,48,48|3,3,3|71,71,71|1291247239,1291247651,1291247755
user_jazznotjazz|52327,69750,3976|xn774c,xn77hk,xn7751|Travel:TrainStation,College&Education:AcademicBuilding,Shops:DepartmentStore|39,39,39|4,4,4|1,23,25|1285824370,1285844000,1285845424
user_hazel_swayne|6300,148,3912|dr5rs6,dr5ru2,dr5ru2|Travel:Subway,Food:Burgers,Parks&Outdoors:Park|9,9,9|6,6,6|70,72,76|1267918219,1267920169,1267924493
user_loop99|69750,3976,52327|xn77hk,xn7751,xn774c|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation|38,38,38|7,7,7|35,38,39|1285509108,1285511702,1285512551
user_alexandr_blohin|7268,3976,106039|9xh96w,xn7751,ucfv1n|Food:CoffeeShop,Shops:DepartmentStore,Travel:TrainStation:Train|20,20,20|6,6,6|25,25,32|1274527002,1274527013,1274533969
user_josh_copeland|963,94,454|dp3qz9,dr5rzn,dr5rud|Travel:Airport,Travel:Airport,Travel:TrainStation|24,24,24|4,4,4|64,76,82|1276808499,1276819947,1276825219
user_hiroshi_ota|130969,3976,63073|xn76fg,xn7751,wydm6k|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:Highway/Traffic|48,48,48|7,7,7|13,14,36|1291541151,1291541790,1291561810
user_david_klein|67,66,56,153|9q8vzp,dr5x1p,dr5ru2,dr5rgb|Travel:Airport,Travel:Airport,Food:CoffeeShop,Shops:Technology|34,34,34,34|5,5,5,5|18,43,44,70|1282902178,1282924193,1282925233,1282949009
user_masatakam|69758,130969,3976,52327|xn76ey,xn76fg,xn7751,xn774c|Travel:TrainStation,Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation|33,33,33,33|6,6,6,6|16,17,18,36|1282381758,1282382890,1282383643,1282399453
user_dame|16244,3976,14458|dr5x9s,xn7751,9zvxdu|Uncategorized,Shops:DepartmentStore,Food:CoffeeShop|17,17,17|6,6,6|9,10,23|1272698290,1272699621,1272711160
user_syochin|63073,69750,54770,52327,3976|wydm6k,xn77hk,sv8v7h,xn774c,xn7751|Travel:Highway/Traffic,College&Education:AcademicBuilding,Travel:Highway/Traffic,Travel:TrainStation,Shops:DepartmentStore|23,23,23,23,23|1,1,1,1,1|12,22,38,40,40|1275898366,1275906965,1275921396,1275922849,1275922872
user_gorekun_lee|14458,52069,3976|9zvxdu,wydm9x,xn7751|Food:CoffeeShop,College&Education:Bookstore,Shops:DepartmentStore|51,51,51|3,3,3|41,43,52|1293034834,1293036843,1293045236
user_hasitetu|41704,69758,3976|wyjfr5,xn76ey,xn7751|Travel:TrainStation:Train,Travel:TrainStation,Shops:DepartmentStore|33,33,33|5,6,6|91,3,9|1282362890,1282369942,1282375128
user_kaerugeko|41704,69750,69758,3976|wyjfr5,xn77hk,xn76ey,xn7751|Travel:TrainStation:Train,College&Education:AcademicBuilding,Travel:TrainStation,Shops:DepartmentStore|6,6,6,6|4,4,4,4|30,30,43,45|1265895037,1265895741,1265907189,1265908629
user_yoshihiro|54770,69750,3976,47626|sv8v7h,xn77hk,xn7751,xnur7n|Travel:Highway/Traffic,College&Education:AcademicBuilding,Shops:DepartmentStore,Nightlife:Karaoke|21,21,21,21|4,4,4,4|0,0,1,24|1274937110,1274937120,1274938172,1274958767
user_anton_volnuhin|46899,106039,3976|sv8zk1,ucfv1n,xn7751|Uncategorized,Travel:TrainStation:Train,Shops:DepartmentStore|30,30,30|5,5,5|62,66,90|1280522544,1280525474,1280547802
user_adam_maldonado|745,148,3912|dr5rsr,dr5ru2,dr5ru2|Parks&Outdoors:Other-Parks&Outdoor,Food:Burgers,Parks&Outdoors:Park|21,21,21|1,1,1|85,87,88|1274754461,1274756350,1274756461
user_keita_bando|63073,41704,3976|wydm6k,wyjfr5,xn7751|Travel:Highway/Traffic,Travel:TrainStation:Train,Shops:DepartmentStore|31,31,31|6,6,6|9,20,41|1281165785,1281175536,1281194853
user_826|3976,41704,52327|xn7751,wyjfr5,xn774c|Shops:DepartmentStore,Travel:TrainStation:Train,Travel:TrainStation|49,49,49|6,6,6|18,34,35|1292063604,1292078475,1292079120
user_do9_iigane|69750,3976,130969|xn77hk,xn7751,xn76fg|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation:Train|35,35,35|3,3,3|17,40,40|1283332966,1283353502,1283353577
user_jong_hyeon_choi|14458,3976,52069|9zvxdu,xn7751,wydm9x|Food:CoffeeShop,Shops:DepartmentStore,College&Education:Bookstore|2,2,2|1,1,1|20,20,22|1294657583,1294657600,1294659092
user_florian_seroussi|153,154,836|dr5rgb,dr5ru6,dr5ru6|Shops:Technology,Travel:Subway,Parks&Outdoors:Plaza/Square|42,42,42|1,1,2|73,95,11|1287443947,1287463662,1287475082
user_mike_arabitg|154,153,56|dr5ru6,dr5rgb,dr5ru2|Travel:Subway,Shops:Technology,Food:CoffeeShop|25,25,25|6,6,7|65,93,0|1277587702,1277612450,1277615555
user_komata_yuichiro|130969,52327,69750|xn76fg,xn774c,xn77hk|Travel:TrainStation:Train,Travel:TrainStation,College&Education:AcademicBuilding|2,2,2|1,1,1|38,39,54|1294673874,1294674440,1294688596
user_matt_hagel|94,174,67|dr5rzn,9xjddn,9q8vzp|Travel:Airport,Travel:Airport:FoodCourt,Travel:Airport|40,40,40|5,6,6|78,7,24|1286584332,1286606974,1286622115
user_mario_anima|67,963,97|9q8vzp,dp3qz9,9v6ecd|Travel:Airport,Travel:Airport,Travel:Airport|11,11,11|6,6,6|19,45,65|1237024769,1237047739,1237065362
user_mctoshi|130969,3976,69750|xn76fg,xn7751,xn77hk|Travel:TrainStation:Train,Shops:DepartmentStore,College&Education:AcademicBuilding|36,36,36|2,2,2|11,12,34|1283845657,1283846894,1283866875
user_tommy_leep|1450,963,67|drt3pb,dp3qz9,9q8vzp|Travel:Airport,Travel:Airport,Travel:Airport|37,37,37|2,2,3|76,88,16|1252454870,1252465241,1252487568
user_tetsunosuke_ito|41704,3976,69750|wyjfr5,xn7751,xn77hk|Travel:TrainStation:Train,Shops:DepartmentStore,College&Education:AcademicBuilding|18,18,18|3,4,4|95,13,13|1273121710,1273133771,1273134227
user_sungsoo_oh|14458,3976,63073|9zvxdu,xn7751,wydm6k|Food:CoffeeShop,Shops:DepartmentStore,Travel:Highway/Traffic|37,37,37|1,1,1|67,67,67|1284415076,1284415102,1284415132
user_takahiro_yamamoto|52327,69750,3976|xn774c,xn77hk,xn7751|Travel:TrainStation,College&Education:AcademicBuilding,Shops:DepartmentStore|8,8,8|6,6,6|33,38,40|1267280777,1267285161,1267287143
user_calvin_chu|94,963,857|dr5rzn,dp3qz9,c23jbu|Travel:Airport,Travel:Airport,Travel:Airport|24,24,24|3,3,3|53,64,86|1276712461,1276722719,1276742174
user_nate_burnett|6300,154,745|dr5rs6,dr5ru6,dr5rsr|Travel:Subway,Travel:Subway,Parks&Outdoors:Other-Parks&Outdoor|29,29,29|1,1,1|52,56,61|1279562547,1279566095,1279571087
user_koichi_inao|41704,69750,3976|wyjfr5,xn77hk,xn7751|Travel:TrainStation:Train,College&Education:AcademicBuilding,Shops:DepartmentStore|27,27,27|5,5,5|13,37,43|1278663959,1278685734,1278690372
user_kyle_m|66,67,645|dr5x1p,9q8vzp,9q8yyv|Travel:Airport,Travel:Airport,College&Education:Stadium:Baseball|22,22,22|3,3,4|57,83,12|1275506218,1275530307,1275552248
user_shungo_arai|3976,130969,69750|xn7751,xn76fg,xn77hk|Shops:DepartmentStore,Travel:TrainStation:Train,College&Education:AcademicBuilding|52,52,52|3,3,3|8,11,12|1293610376,1293612896,1293613324
user_mrblues|14458,3976,52069|9zvxdu,xn7751,wydm9x|Food:CoffeeShop,Shops:DepartmentStore,College&Education:Bookstore|49,49,49|6,6,6|45,45,53|1292087929,1292088206,1292095479
user_syochin|63073,3976,69750|wydm6k,xn7751,xn77hk|Travel:Highway/Traffic,Shops:DepartmentStore,College&Education:AcademicBuilding|19,19,19|1,1,1|6,14,27|1273473390,1273480382,1273491929
user_voyager_vision|52327,41704,130969,3976|xn774c,wyjfr5,xn76fg,xn7751|Travel:TrainStation,Travel:TrainStation:Train,Travel:TrainStation:Train,Shops:DepartmentStore|4,4,4,4|5,5,5,5|57,57,58,60|1264796173,1264796217,1264797176,1264798976
user_some_inu|54770,41704,3976|sv8v7h,wyjfr5,xn7751|Travel:Highway/Traffic,Travel:TrainStation:Train,Shops:DepartmentStore|38,38,38|4,4,4|37,37,39|1285251383,1285251869,1285253362
user_qiring|41704,3976,47626,52327|wyjfr5,xn7751,xnur7n,xn774c|Travel:TrainStation:Train,Shops:DepartmentStore,Nightlife:Karaoke,Travel:TrainStation|42,42,42,42|1,2,2,2|95,2,13,27|1287463527,1287466497,1287476679,1287489480
user_russell_sprague|3912,836,16234,745|dr5ru2,dr5ru6,dr5ru7,dr5rsr|Parks&Outdoors:Park,Parks&Outdoors:Plaza/Square,Travel:BusStation,Parks&Outdoors:Other-Parks&Outdoor|2,2,2,2|6,6,7,7|91,92,1,24|1263703548,1263705062,1263709292,1263729999
user_cristina_r|56,495,7410|dr5ru2,dr5rsr,dr5rus|Food:CoffeeShop,Shops:Food&Drink:Grocery/Supermarket,Shops:DrugStore/Pharmacy|14,14,14|2,3,3|87,0,1|1270609082,1270617067,1270617854
user_alexander_muzychenko|46899,47626,3976|sv8zk1,xnur7n,xn7751|Uncategorized,Nightlife:Karaoke,Shops:DepartmentStore|10,10,10|3,3,3|69,70,71|1299712560,1299713550,1299714588
user_atsushi_nakamura|52327,3976,69750|xn774c,xn7751,xn77hk|Travel:TrainStation,Shops:DepartmentStore,College&Education:AcademicBuilding|13,13,13|3,3,3|39,39,40|1270046886,1270047297,1270048069
user_shinya_ichinohe|52327,3976,41704|xn774c,xn7751,wyjfr5|Travel:TrainStation,Shops:DepartmentStore,Travel:TrainStation:Train|21,21,21|5,5,5|8,9,39|1275030248,1275030921,1275058610
user_grant_bell|67,174,97|9q8vzp,9xjddn,9v6ecd|Travel:Airport,Travel:Airport:FoodCourt,Travel:Airport|10,10,10|5,6,6|85,8,21|1268450356,1268467421,1268479026
user_46|7268,3976,46899|9xh96w,xn7751,sv8zk1|Food:CoffeeShop,Shops:DepartmentStore,Uncategorized|21,21,21|2,2,2|29,29,32|1274789777,1274789791,1274793245
user_osamu_iwasaki|69750,3976,52327|xn77hk,xn7751,xn774c|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation|3,3,3|2,2,2|2,2,3|1263883165,1263883271,1263884004
