userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
user_ben_parr,0,94,1255019139,1255033806,0,3,14
user_ben_parr,0,963,1255033806,1255060113,0,3,26
user_ben_parr,0,67,1255060113,1255060113,0,3,0
user_maia_bittner,1,745,1283721751,1283733151,0,3,11
user_maia_bittner,1,153,1283733151,1283750026,0,3,16
user_maia_bittner,1,495,1283750026,1283750026,0,3,0
user_micah_baldwin,2,56,1247684395,1247689037,0,4,4
user_micah_baldwin,2,148,1247689037,1247698663,0,4,9
user_micah_baldwin,2,94,1247698663,1247726307,0,4,27
user_micah_baldwin,2,174,1247726307,1247726307,0,4,0
user_micah_baldwin,3,836,1285094344,1285107281,0,4,12
user_micah_baldwin,3,56,1285107281,1285127241,0,4,19
user_micah_baldwin,3,66,1285127241,1285154869,0,4,27
user_micah_baldwin,3,215,1285154869,1285154869,0,4,0
user_matt_galligan,4,148,1276645019,1276652123,0,3,7
user_matt_galligan,4,94,1276652123,1276673531,0,3,21
user_matt_galligan,4,174,1276673531,1276673531,0,3,0
user_austin_bryan,5,153,1285193834,1285204403,0,3,10
user_austin_bryan,5,56,1285204403,1285206577,0,3,2
user_austin_bryan,5,495,1285206577,1285206577,0,3,0
user_susan_beebe,6,148,1273274572,1273274973,0,3,0
user_susan_beebe,6,3912,1273274973,1273281853,0,3,6
user_susan_beebe,6,94,1273281853,1273281853,0,3,0
user_sarah_cooley,7,94,1268343419,1268368014,0,3,24
user_sarah_cooley,7,97,1268368014,1268380850,0,3,12
user_sarah_cooley,7,2110,1268380850,1268380850,0,3,0
user_adam_jackson,8,645,1270500519,1270500714,0,3,0
user_adam_jackson,8,880,1270500714,1270501681,0,3,0
user_adam_jackson,8,1010,1270501681,1270501681,0,3,0
user_mario_sundar,9,67,1268458081,1268473720,0,3,15
user_mario_sundar,9,215,1268473720,1268485530,0,3,11
user_mario_sundar,9,97,1268485530,1268485530,0,3,0
user_esther_assaad,10,97,1268798135,1268809689,0,3,11
user_esther_assaad,10,174,1268809689,1268822511,0,3,12
user_esther_assaad,10,67,1268822511,1268822511,0,3,0
user_maya_baratz,11,67,1268334696,1268356935,0,3,22
user_maya_baratz,11,97,1268356935,1268363808,0,3,6
user_maya_baratz,11,2110,1268363808,1268363808,0,3,0
user_caroline_mccarthy,12,67,1260270125,1260296484,0,3,26
user_caroline_mccarthy,12,66,1260296484,1260302058,0,3,5
user_caroline_mccarthy,12,154,1260302058,1260302058,0,3,0
user_eric_martinez,13,56,1268934224,1268953393,0,3,19
user_eric_martinez,13,745,1268953393,1268963062,0,3,9
user_eric_martinez,13,495,1268963062,1268963062,0,3,0
user_eric_martinez,14,8014,1269213255,1269229552,0,3,16
user_eric_martinez,14,66,1269229552,1269229687,0,3,0
user_eric_martinez,14,56,1269229687,1269229687,0,3,0
user_adam_ostrow,15,154,1285797278,1285819257,0,3,21
user_adam_ostrow,15,94,1285819257,1285834582,0,3,15
user_adam_ostrow,15,2170,1285834582,1285834582,0,3,0
user_jim_techfrog_alden,16,174,1268347307,1268358884,0,3,11
user_jim_techfrog_alden,16,97,1268358884,1268364291,0,3,5
user_jim_techfrog_alden,16,2110,1268364291,1268364291,0,3,0
user_nathaniel_mcnamara,17,67,1280982018,1280995194,0,3,13
user_nathaniel_mcnamara,17,215,1280995194,1281018492,0,3,23
user_nathaniel_mcnamara,17,66,1281018492,1281018492,0,3,0
user_tina_hui,18,67,1268463828,1268470144,0,3,6
user_tina_hui,18,889,1268470144,1268483057,0,3,12
user_tina_hui,18,97,1268483057,1268483057,0,3,0
user_tina_hui,19,97,1268677298,1268691191,0,3,13
user_tina_hui,19,215,1268691191,1268697961,0,3,6
user_tina_hui,19,67,1268697961,1268697961,0,3,0
user_christine_ngo,20,67,1273574364,1273598992,0,3,24
user_christine_ngo,20,66,1273598992,1273604794,0,3,5
user_christine_ngo,20,3902,1273604794,1273604794,0,3,0
user_tessa_horehled,21,2170,1243702822,1243718964,0,4,16
user_tessa_horehled,21,94,1243718964,1243722907,0,4,3
user_tessa_horehled,21,454,1243722907,1243724221,0,4,1
user_tessa_horehled,21,745,1243724221,1243724221,0,4,0
user_tessa_horehled,22,153,1243983664,1243986994,0,3,3
user_tessa_horehled,22,3912,1243986994,1244012328,0,3,25
user_tessa_horehled,22,8014,1244012328,1244012328,0,3,0
user_tessa_horehled,23,745,1250115978,1250130862,0,3,14
user_tessa_horehled,23,94,1250130862,1250148845,0,3,17
user_tessa_horehled,23,2170,1250148845,1250148845,0,3,0
user_tessa_horehled,24,454,1256445893,1256461092,0,3,15
user_tessa_horehled,24,836,1256461092,1256462313,0,3,1
user_tessa_horehled,24,7410,1256462313,1256462313,0,3,0
user_tessa_horehled,25,56,1276138143,1276138378,0,3,0
user_tessa_horehled,25,745,1276138378,1276144557,0,3,6
user_tessa_horehled,25,495,1276144557,1276144557,0,3,0
user_tara_hunt,26,97,1237419073,1237437451,0,3,18
user_tara_hunt,26,215,1237437451,1237442263,0,3,4
user_tara_hunt,26,67,1237442263,1237442263,0,3,0
user_kate_ritchie,27,11158,1282233088,1282238779,0,3,5
user_kate_ritchie,27,56,1282238779,1282241364,0,3,2
user_kate_ritchie,27,7410,1282241364,1282241364,0,3,0
user_kate_ritchie,28,7410,1284071933,1284073543,0,3,1
user_kate_ritchie,28,495,1284073543,1284087715,0,3,14
user_kate_ritchie,28,11158,1284087715,1284087715,0,3,0
user_kate_ritchie,29,495,1297037854,1297039656,0,3,1
user_kate_ritchie,29,56,1297039656,1297041394,0,3,1
user_kate_ritchie,29,7410,1297041394,1297041394,0,3,0
user_david_riordan,30,836,1248823192,1248836638,0,4,13
user_david_riordan,30,454,1248836638,1248841203,0,4,4
user_david_riordan,30,8014,1248841203,1248843201,0,4,1
user_david_riordan,30,154,1248843201,1248843201,0,4,0
user_teresa_wu,31,66,1279908404,1279931927,0,3,23
user_teresa_wu,31,889,1279931927,1279940002,0,3,8
user_teresa_wu,31,67,1279940002,1279940002,0,3,0
user_robert_jones7,32,963,1275066900,1275078488,0,3,11
user_robert_jones7,32,94,1275078488,1275094256,0,3,15
user_robert_jones7,32,56,1275094256,1275094256,0,3,0
user_mario_anima,33,67,1237024769,1237047739,0,3,22
user_mario_anima,33,963,1237047739,1237065362,0,3,17
user_mario_anima,33,97,1237065362,1237065362,0,3,0
user_mario_anima,34,67,1268422779,1268445046,0,3,22
user_mario_anima,34,97,1268445046,1268447579,0,3,2
user_mario_anima,34,2110,1268447579,1268447579,0,3,0
user_jill_hanner,35,454,1257729951,1257733820,0,3,3
user_jill_hanner,35,836,1257733820,1257740571,0,3,6
user_jill_hanner,35,56,1257740571,1257740571,0,3,0
user_jill_hanner,36,94,1268409411,1268437155,0,3,27
user_jill_hanner,36,97,1268437155,1268443967,0,3,6
user_jill_hanner,36,2110,1268443967,1268443967,0,3,0
user_wayne_sutton,37,153,1251230474,1251233069,0,3,2
user_wayne_sutton,37,148,1251233069,1251237144,0,3,4
user_wayne_sutton,37,56,1251237144,1251237144,0,3,0
user_schneidermike_schneidermike,38,1450,1268417135,1268439677,0,3,22
user_schneidermike_schneidermike,38,97,1268439677,1268446005,0,3,6
user_schneidermike_schneidermike,38,2110,1268446005,1268446005,0,3,0
user_chris_abraham,39,880,1264815977,1264821103,0,3,5
user_chris_abraham,39,67,1264821103,1264840347,0,3,19
user_chris_abraham,39,2170,1264840347,1264840347,0,3,0
user_florian_seroussi,40,153,1287443947,1287463662,0,3,19
user_florian_seroussi,40,154,1287463662,1287475082,0,3,11
user_florian_seroussi,40,836,1287475082,1287475082,0,3,0
user_mikey_il,41,745,1270844583,1270857967,0,5,13
user_mikey_il,41,153,1270857967,1270865513,0,5,7
user_mikey_il,41,56,1270865513,1270870067,0,5,4
user_mikey_il,41,3912,1270870067,1270870186,0,5,0
user_mikey_il,41,148,1270870186,1270870186,0,5,0
