poiID,poiCat,poiLon,poiLat
3976,Shops:Department Store,139.7029051,35.6913487
41704,Travel:Train Station:Train,132.149766684,34.1648009918
52069,College & Education:Bookstore,126.9802978,37.5701623
67,Travel:Airport,-122.38615036,37.6163730619
56,Food:Coffee Shop,-73.991431,40.7404
154,Travel:Subway,-73.9924049377,40.749987957
215,Travel:Airport,-118.402919769,33.9441787918
454,Travel:Train Station,-73.9770841599,40.7530439366
66,Travel:Airport,-73.783493042,40.6451219184
495,Shops:Food & Drink:Grocery / Supermarket,-73.9911603928,40.7349303307
69750,College & Education:Academic Building,139.760288,35.7105547102
94,Travel:Airport,-73.8719201088,40.7743018636
153,Shops:Technology,-74.005467,40.741161
963,Travel:Airport,-87.903842926,41.9778372083
46899,Uncategorized,34.982056,32.220494
52327,Travel:Train Station,139.700252116,35.690963277
174,Travel:Airport:Food Court,-104.673786163,39.8499301968
2170,Travel:Airport:Plane,-84.440639019,33.6406333866
11158,Home / Work / Other:Gym / Fitness:Gym,-73.9793644,40.7844871
106039,Travel:Train Station:Train,37.6622056961,55.7575005087
16244,Uncategorized,-73.761059,40.720671
1450,Travel:Airport,-71.0215473175,42.3683104528
130969,Travel:Train Station:Train,139.701161385,35.658656147
857,Travel:Airport,-122.3026371,47.4437046314
745,Parks & Outdoors:Other - Parks & Outdoor,-73.9904522896,40.735844095
2110,Home / Work / Other:Convention Center,-97.7395248413,30.2636265077
148,Food:Burgers,-73.9884138107,40.7412581354
880,Food:Coffee Shop,-122.402018,37.789663
8014,Food:Burritos,-74.001246,40.742054
2807,Food:Coffee Shop,-87.634195,41.882073
3902,Home / Work / Other:Corporate / Office,-73.99559,40.763422
7410,Shops:Drug Store / Pharmacy,-73.977588,40.76354
54770,Travel:Highway / Traffic,34.94724224,31.88505429
1010,Travel:Train Station,-122.394867539,37.7766425825
8639,Home / Work / Other:Corporate / Office:Coworking Space,-73.9936,40.7559
63073,Travel:Highway / Traffic,127.015548,37.510085
97,Travel:Airport,-97.6671481133,30.2025773012
7268,Food:Coffee Shop,-106.057065,39.633075
14458,Food:Coffee Shop,-93.388336,44.936704
6300,Travel:Subway,-73.9901733398,40.7063761895
889,Travel:Airport,-115.150065422,36.0853669545
3414,Food:Tea Room,-71.0187909,42.3620661
16234,Travel:Bus Station,-73.990667,40.756977
47626,Nightlife:Karaoke,141.1186739,39.2793405
3912,Parks & Outdoors:Park,-73.9878988266,40.742274235
1284,Great Outdoors:Parks,-122.4270638,37.7597548
29463,Home / Work / Other:Home,-122.874854,49.097265
69758,Travel:Train Station,139.739098549,35.6286632585
645,College & Education:Stadium:Baseball,-122.390055656,37.7785166661
836,Parks & Outdoors:Plaza / Square,-73.9836072922,40.7537591455
