user_adam_mccue|6300,745,56||||||885000,895206,903316
user_spam|153,56,7410||||||916200,926455,929007
user_46|7268,454,836||||||939600,951631,954323
user_philipp_renger|1284,67,880||||||871800,891390,897659
user_nobuo_igarashi|7268,106039,46899||||||931800,932546,939010
user_gary_wapnitsky|153,56,153||||||865800,873486,889494
user_andrea_harrison|174,67,215||||||886800,899057,913705
user_mochi_oka|857,215,67||||||885000,900989,907537
user_toshiyuki_saiba|52327,3976,69750||||||910800,913467,931058
user_takaflight_sugiyama|130969,41704,3976||||||879600,889911,892661
user_matthew_caldecutt|745,495,7410||||||928200,928390,938977
user_takafumi|130969,3976,52069||||||886800,888106,888653
user_richl1|3912,148,3912||||||883200,885431,887512
user_matthew_schultz|1450,2170,94||||||872400,886132,910568
user_kyujin_lee|67,215,857,963||||||895800,904475,905048,927721
user_luis_sanz|745,3912,745||||||867600,876818,880332
user_dennis_yang|963,1450,963,1450||||||949800,967906,977705,989061
user_toshiyuki_saiba|46899,3976,130969||||||877800,879049,880226
user_matt_kelley|154,56,3912||||||934200,936382,950845
user_cia_b|153,11158,154||||||945600,956870,978635
user_matt_pakes|67,66,215||||||903000,928602,956080
user_mb6885|3414,97,2110||||||933600,953829,963331
user_itsia_lee|52069,3976,69750||||||915000,917353,917112
user_greg|3912,148,56||||||865800,867154,872991
user_marcela_fae|2170,94,7410||||||877800,890000,899140
user_go_shinseock|94,56,495||||||939000,943298,952052
user_kakinokizaka_k|454,745,153||||||867000,869944,876214
user_sanjay_kairam|11158,454,148||||||942600,946903,948443
user_yuu_sakamoto|963,94,454||||||925800,935668,947674
user_sunghwan_kim|47626,69750,3976,54770,130969||||||915000,917068,920150,923742,931430
user_890|69758,3976,69758||||||897600,896798,897850
user_hiderows|3976,52327,3976||||||903600,912242,922012
user_takeshi_yamamoto|41704,3976,130969||||||928200,940190,944833
user_kyungtaek_lim|3976,14458,16244||||||921600,921122,926719
user_jenn_ng|3414,97,963,1450||||||915000,935416,949889,962887
user_osapon|3976,52327,69758||||||892800,895042,895125
user_mucky_44|745,454,66||||||871200,889126,896545
user_christine_ngo|66,215,67||||||874800,896466,902367
user_yoshitaka_iwadare|47626,3976,52327,3976||||||886200,887189,895203,897202
