69|Food:CoffeeShop
216|Home/Work/Other:Corporate/Office:TechStartup
67|Travel:Airport
17|Food:CoffeeShop
154|Travel:Subway
416|Travel:TrainStation:Train
155|Travel:TrainStation
158|Arts&Entertainment:Stadium
66|Travel:Airport
215|Travel:Airport
645|College&Education:Stadium:Baseball
873|Food:Café
1013|Shops:Food&Drink:Grocery/Supermarket
94|Travel:Airport
963|Travel:Airport
745|Parks&Outdoors:Other-Parks&Outdoor
153|Shops:Technology
495|Shops:Food&Drink:Grocery/Supermarket
1010|Travel:TrainStation
880|Food:CoffeeShop
715|Shops:Food&Drink:Grocery/Supermarket
1258|Travel:TrainStation
913|Nightlife:Bar
604|Shops:Technology
737|Shops:Mall
299|Travel:Hotel
1079|Food:CoffeeShop
2110|Home/Work/Other:ConventionCenter
1894|Travel:Hotel
2115|Nightlife:MusicVenue:RockClub
2574|Travel:Airport
2576|Nightlife:Nightclub/Discotheque
2215|Travel:Airport:Terminal
1450|Travel:Airport
11|Food:French
3277|Food:CoffeeShop
540|Food:French
148|Food:Burgers
277|Food:Sandwiches
436|Travel:Hotel
56|Food:CoffeeShop
3377|Travel:Airport:Terminal
3498|Arts&Entertainment:Other-Entertainment
135|Parks&Outdoors:Garden
3671|Home/Work/Other:Other-Buildings
3849|College&Education:Trade/TechSchool
3890|Nightlife:BeerGarden
4015|Home/Work/Other:Government:Monument/Landmark
83|Food:Breakfast/Brunch
127|Arts&Entertainment:ArtGallery
520|Nightlife:MusicVenue:RockClub
3549|Arts&Entertainment:ArtGallery
2525|Parks&Outdoors:Other-Parks&Outdoor
3871|Nightlife:MusicVenue:RockClub
3976|Shops:DepartmentStore
889|Travel:Airport
454|Travel:TrainStation
3939|Food:Tacos
3660|Parks&Outdoors:Park
502|Nightlife:MusicVenue:RockClub
3912|Parks&Outdoors:Park
3902|Home/Work/Other:Corporate/Office
3862|Home/Work/Other:Corporate/Office
3530|Home/Work/Other:Corporate/Office:Auditorium
3168|Food:Café
3657|Nightlife:Bar
3759|Food:CoffeeShop
3766|Travel:Airport
97|Travel:Airport
2118|Travel:Hotel
3735|Food:CoffeeShop
45|Arts&Entertainment:MovieTheater
3644|Travel:Subway
129|Travel:Airport:Gate
692|Parks&Outdoors:Plaza/Square
3557|Arts&Entertainment:Museum
320|Arts&Entertainment:Stadium:Baseball
3501|Arts&Entertainment:Other-Entertainment
1735|Travel:Airport
95|Arts&Entertainment:BowlingAlley
3587|Parks&Outdoors:Other-Parks&Outdoor
2499|Travel:Airport
3271|Travel:Airport
2006|Parks&Outdoors:Plaza/Square
54|Home/Work/Other:Corporate/Office:TechStartup
1072|Shops:Food&Drink:Grocery/Supermarket
4494|Travel:Subway
1034|Travel:Airport
4498|Travel:Airport
4090|Travel:Subway
939|Travel:Airport
4316|Travel:Airport:Terminal
174|Travel:Airport:FoodCourt
5083|Home/Work/Other:Corporate/Office
5091|Home/Work/Other:Other-Buildings
5580|Parks&Outdoors:Park
119|Travel:Airport
5191|Travel:Airport:Terminal
5910|Shops:Food&Drink:Grocery/Supermarket
5969|Food:Desserts
128|Food:CoffeeShop
3178|Nightlife:DiveBar
6164|Food:American
6307|Home/Work/Other:Gym/Fitness:Gym
159|Food:CoffeeShop
5971|Food:French
3174|Food:Mexican
36|Food:JuiceBar
6407|Shops:Bookstore
6638|Travel:Subway
4622|Shops:Food&Drink:Farmer'sMarket
6210|Travel:Airport
1574|Food:CoffeeShop
997|Travel:Airport
5013|Nightlife:Bar
465|Arts&Entertainment:MovieTheater:Cineplex
4260|Nightlife:BeerGarden
8014|Food:Burritos
65|Shops:VideoGames
162|Travel:Airport:Plane
9132|Parks&Outdoors:Other-Parks&Outdoor
6300|Travel:Subway
1554|Food:Bakery
634|Food:CoffeeShop
2170|Travel:Airport:Plane
857|Travel:Airport
546|Food:CoffeeShop
5919|Nightlife:Pub
5344|Food:Café
836|Parks&Outdoors:Plaza/Square
10634|Home/Work/Other:Gym/Fitness:Gym
85|Food:Café
1284|GreatOutdoors:Parks
1344|Travel:TrainStation:Train
1257|Food:CoffeeShop
2819|Food:CoffeeShop
1927|Parks&Outdoors:Bridge
249|Food:CoffeeShop
4696|Shops:Technology
12600|Travel:Subway
3154|Travel:Hotel
13329|Travel:TrainStation
1192|Food:CoffeeShop
1128|Travel:Airport
1862|Food:Vegetarian/Vegan
6145|Home/Work/Other:Gym/Fitness:Gym
14458|Food:CoffeeShop
4269|Travel:Airport
15117|Home/Work/Other:Gym/Fitness:YogaStudio
909|Parks&Outdoors:Harbor/Marina
970|Food:CoffeeShop
115|Travel:Airport
5268|Parks&Outdoors:BaseballField
73|Home/Work/Other:EventSpace
272|Travel:TrainStation
1125|Travel:TrainStation:Train
1478|Travel:TrainStation
