9|Parks&Outdoors:SkatingRink
38|Food:Bagels
87|Food:Sushi
45|Arts&Entertainment:MovieTheater
17|Food:CoffeeShop
552|Home/Work/Other:Corporate/Office:TechStartup
14|Food:American
548|Food:American
274|Food:Gastropub
392|Food:Salad
543|Arts&Entertainment:MovieTheater:IndieTheater
542|Food:HotDogs
148|Food:Burgers
277|Food:Sandwiches
519|Food:BBQ
465|Arts&Entertainment:MovieTheater:Cineplex
511|Shops:Paper/Office
62|Arts&Entertainment:MovieTheater:Cineplex
509|Nightlife:Bar
52|Food:Café
53|Home/Work/Other:Corporate/Office:TechStartup
35|Food:Café
118|Food:Bakery
502|Nightlife:MusicVenue:RockClub
498|Arts&Entertainment:Museum:Art
159|Food:CoffeeShop
494|Nightlife:HotelBar
130|Food:Italian
6|Shops:Food&Drink:Gourmet
492|Arts&Entertainment:MovieTheater
13|Food:Italian
491|Food:Breakfast/Brunch
129|Travel:Airport:Gate
477|Shops:Furniture/Home
83|Food:Breakfast/Brunch
141|Home/Work/Other:Gym/Fitness:Gym
469|Food:Dumplings
128|Food:CoffeeShop
415|Food:Sandwiches
463|Arts&Entertainment:Other-Entertainment
69|Food:CoffeeShop
216|Home/Work/Other:Corporate/Office:TechStartup
67|Travel:Airport
430|Travel:Airport
158|Arts&Entertainment:Stadium
419|Arts&Entertainment:MovieTheater:Cineplex
154|Travel:Subway
416|Travel:TrainStation:Train
414|Arts&Entertainment:MusicVenue:RockClub
125|Shops:DepartmentStore
126|Arts&Entertainment:Museum
127|Arts&Entertainment:ArtGallery
135|Parks&Outdoors:Garden
146|Home/Work/Other:Corporate/Office:CoworkingSpace
155|Travel:TrainStation
11|Food:French
153|Shops:Technology
10|Parks&Outdoors:Other-Parks&Outdoor
290|Food:Breakfast/Brunch
291|Arts&Entertainment:Museum
66|Travel:Airport
307|Home/Work/Other:EventSpace
454|Travel:TrainStation
382|Arts&Entertainment:PerformingArts
357|Travel:Airport:Terminal
215|Travel:Airport
356|Food:American
355|Home/Work/Other:EventSpace
256|Food:Sandwiches
276|Nightlife:Bar
65|Shops:VideoGames
280|Food:Italian
281|Shops:Technology
282|Shops:Hardware
283|Nightlife:Cocktails/Mixology
36|Food:JuiceBar
37|Parks&Outdoors:Park
60|Food:CoffeeShop
61|Food:Asian
42|Food:Sandwiches
76|Food:Pizza
80|Parks&Outdoors:Park
81|Food:American
90|Travel:Airport
93|Arts&Entertainment:MovieTheater
94|Travel:Airport
