poiID,poiCat,poiLon,poiLat
3976,Shops:Department Store,139.7029051,35.6913487
41704,Travel:Train Station:Train,132.149766684,34.1648009918
52069,College & Education:Bookstore,126.9802978,37.5701623
67,Travel:Airport,-122.38615036,37.6163730619
56,Food:Coffee Shop,-73.991431,40.7404
154,Travel:Subway,-73.9924049377,40.749987957
215,Travel:Airport,-118.402919769,33.9441787918
454,Travel:Train Station,-73.9770841599,40.7530439366
66,Travel:Airport,-73.783493042,40.6451219184
495,Shops:Food & Drink:Grocery / Supermarket,-73.9911603928,40.7349303307
69750,College & Education:Academic Building,139.760288,35.7105547102
94,Travel:Airport,-73.8719201088,40.7743018636
153,Shops:Technology,-74.005467,40.741161
963,Travel:Airport,-87.903842926,41.9778372083
46899,Uncategorized,34.982056,32.220494
52327,Travel:Train Station,139.700252116,35.690963277
174,Travel:Airport:Food Court,-104.673786163,39.8499301968
2170,Travel:Airport:Plane,-84.440639019,33.6406333866
11158,Home / Work / Other:Gym / Fitness:Gym,-73.9793644,40.7844871
106039,Travel:Train Station:Train,37.6622056961,55.7575005087
16244,Uncategorized,-73.761059,40.720671
1450,Travel:Airport,-71.0215473175,42.3683104528
130969,Travel:Train Station:Train,139.701161385,35.658656147
857,Travel:Airport,-122.3026371,47.4437046314
745,Parks & Outdoors:Other - Parks & Outdoor,-73.9904522896,40.735844095
