user_mash_lol|54770,3976,14458,41704|sv8v7h,xn7751,9zvxdu,wyjfr5|Travel:Highway/Traffic,Shops:DepartmentStore,Food:CoffeeShop,Travel:TrainStation:Train|13,13,13,13|5,5,5,5|11,14,43,58|1301644628,1301646656,1301673003,1301686588
user_kanoka|69758,3976,69750,41704|xn76ey,xn7751,xn77hk,wyjfr5|Travel:TrainStation,Shops:DepartmentStore,College&Education:AcademicBuilding,Travel:TrainStation:Train|36,36,36,36|3,3,3,3|21,30,32,42|1283941744,1283949037,1283951540,1283960312
user_keith_stewart|2807,963,66|dp3wmb,dp3qz9,dr5x1p|Food:CoffeeShop,Travel:Airport,Travel:Airport|7,7,7|4,4,5|77,90,7|1266542569,1266554441,1266566127
user_kazuya_takeshima|3976,89929,52327|xn7751,xn76fg,xn774c|Shops:DepartmentStore,Travel:TrainStation:Train,Travel:TrainStation|25,25,25|5,5,5|45,60,63|1277483031,1277496801,1277498865
user_ihase|14458,46899,3976,69750|9zvxdu,sv8zk1,xn7751,xn77hk|Food:CoffeeShop,Uncategorized,Shops:DepartmentStore,College&Education:AcademicBuilding|46,46,46,46|5,5,5,5|14,16,16,17|1290159836,1290161169,1290161249,1290161809
user_tsubasa_a|52327,3976,130969|xn774c,xn7751,xn76fg|Travel:TrainStation,Shops:DepartmentStore,Travel:TrainStation:Train|23,23,23|1,1,1|26,26,28|1275910707,1275910953,1275912552
user_mark_g|3498,158,436|dr5rgb,dr5ru4,dr5ru3|Arts&Entertainment:Other-Entertainment,Arts&Entertainment:Stadium,Travel:Hotel|17,17,17|2,2,2|62,85,90|1272400585,1272421103,1272426163
user_dennis_mykytyn|3277,745,2525|dr5rsr,dr5rsr,dr5rsn|Food:CoffeeShop,Parks&Outdoors:Other-Parks&Outdoor,Parks&Outdoors:Other-Parks&Outdoor|22,22,22|1,1,1|54,80,83|1275331087,1275354661,1275357379
user_shinya_sakemoto|52327,3976,14458,270024,69751|xn774c,xn7751,9zvxdu,xn6yjx,xn0wb3|Travel:TrainStation,Shops:DepartmentStore,Food:CoffeeShop,Travel:Highway/Traffic,Travel:Highway/Traffic|5,5,5,5,5|6,6,6,6,6|49,50,53,64,73|1296930116,1296931346,1296933372,1296943968,1296951685
user_jun_soo_sonn|63073,3976,52069|wydm6k,xn7751,wydm9x|Travel:Highway/Traffic,Shops:DepartmentStore,College&Education:Bookstore|11,11,11|5,5,5|57,58,70|1300475792,1300477263,1300487847
user_jonathan_joyce|52327,52077,3976|xn774c,wydjr8,xn7751|Travel:TrainStation,Home/Work/Other:Other-Buildings,Shops:DepartmentStore|31,31,31|6,6,6|51,51,52|1281203587,1281203645,1281204668
